date,open,high,low,close,volume
2016-04-05,2644.57,2682.08,2644.57,2663.33,0
2016-04-06,2663.33,2719.59,2663.33,2719.59,0
2016-04-07,2700.84,2738.35,2682.08,2719.59,0
2016-04-08,2719.59,2719.59,2682.08,2700.84,0
2016-04-11,2700.84,2719.59,2682.08,2719.59,0
2016-04-12,2719.59,2719.59,2682.08,2700.84,0
2016-04-13,2682.08,2700.84,2663.33,2700.84,0
2016-04-14,2682.08,2719.59,2682.08,2719.59,0
2016-04-15,2700.84,2719.59,2682.08,2682.08,0
2016-04-19,2682.08,2700.84,2663.33,2700.84,0
2016-04-20,2700.84,2719.59,2682.08,2719.59,0
2016-04-21,2700.84,2738.35,2682.08,2738.35,0
2016-04-22,2738.35,2813.37,2719.59,2794.62,0
2016-04-25,2775.86,2813.37,2757.11,2794.62,0
2016-04-26,2757.11,2813.37,2757.11,2794.62,0
2016-04-27,2757.11,2794.62,2757.11,2757.11,0
2016-04-28,2775.86,2775.86,2757.11,2775.86,0
2016-04-29,2794.62,2832.13,2794.62,2832.13,0
2016-05-04,2832.13,2832.13,2794.62,2832.13,0
2016-05-05,2813.37,2832.13,2813.37,2832.13,0
2016-05-06,2832.13,2869.64,2813.37,2869.64,0
2016-05-09,2869.64,2888.4,2832.13,2869.64,0
2016-05-10,2794.62,2869.64,2794.62,2850.89,0
2016-05-11,2850.89,2869.64,2850.89,2869.64,0
2016-05-12,2869.64,2869.64,2832.13,2832.13,0
2016-05-13,2832.13,2850.89,2832.13,2832.13,0
2016-05-16,2832.13,2832.13,2813.37,2813.37,0
2016-05-17,2813.37,2832.13,2813.37,2813.37,0
2016-05-18,2832.13,2907.15,2813.37,2869.64,0
2016-05-19,2869.64,2944.66,2850.89,2925.91,0
2016-05-20,2925.91,2982.18,2907.15,2944.66,0
2016-05-23,2944.66,2944.66,2888.4,2888.4,0
2016-05-24,2869.64,2925.91,2850.89,2907.15,0
2016-05-25,2907.15,2907.15,2850.89,2850.89,0
2016-05-26,2850.89,2869.64,2850.89,2869.64,0
2016-05-27,2869.64,2907.15,2850.89,2888.4,0
2016-05-30,2888.4,2925.91,2888.4,2925.91,0
2016-05-31,2925.91,2944.66,2888.4,2925.91,0
2016-06-01,2944.66,2944.66,2907.15,2925.91,0
2016-06-02,2907.15,2925.91,2907.15,2925.91,0
2016-06-03,2925.91,2925.91,2888.4,2888.4,0
2016-06-06,2888.4,2907.15,2869.64,2869.64,0
2016-06-07,2869.64,2907.15,2869.64,2907.15,0
2016-06-08,2907.15,2925.91,2888.4,2888.4,0
2016-06-09,2888.4,2925.91,2869.64,2907.15,0
2016-06-10,2907.15,2982.18,2888.4,2888.4,0
2016-06-13,2888.4,2888.4,2869.64,2869.64,0
2016-06-14,2869.64,2888.4,2869.64,2869.64,0
2016-06-15,2888.4,2888.4,2832.13,2869.64,0
2016-06-16,2888.4,2888.4,2850.89,2850.89,0
2016-06-17,2850.89,2869.64,2832.13,2850.89,0
2016-06-20,2869.64,2869.64,2832.13,2832.13,0
2016-06-21,2850.89,2850.89,2832.13,2832.13,0
2016-06-22,2850.89,2850.89,2813.37,2813.37,0
2016-06-23,2832.13,2832.13,2813.37,2813.37,0
2016-06-24,2850.89,2850.89,2682.08,2794.62,0
2016-06-27,2738.35,2794.62,2738.35,2794.62,0
2016-06-28,2794.62,2813.37,2775.86,2794.62,0
2016-06-29,2813.37,2832.13,2813.37,2813.37,0
2016-06-30,2813.37,2813.37,2794.62,2794.62,0
2016-07-01,2794.62,2813.37,2775.86,2813.37,0
2016-07-04,2794.62,2832.13,2794.62,2813.37,0
2016-07-05,2813.37,2869.64,2813.37,2850.89,0
2016-07-06,2832.13,2850.89,2832.13,2832.13,0
2016-07-07,2832.13,2850.89,2832.13,2832.13,0
2016-07-08,2869.64,2869.64,2832.13,2832.13,0
2016-07-11,2832.13,2850.89,2813.37,2850.89,0
2016-07-12,2850.89,2850.89,2813.37,2813.37,0
2016-07-13,2832.13,2869.64,2813.37,2869.64,0
2016-07-14,2869.64,2963.42,2869.64,2907.15,0
2016-07-15,2888.4,2925.91,2869.64,2907.15,0
2016-07-18,2907.15,2925.91,2869.64,2907.15,0
2016-07-19,2869.64,2888.4,2850.89,2850.89,0
2016-07-20,2850.89,2869.64,2832.13,2832.13,0
2016-07-21,2832.13,2869.64,2832.13,2850.89,0
2016-07-22,2850.89,2850.89,2813.37,2850.89,0
2016-07-25,2832.13,2850.89,2813.37,2813.37,0
2016-07-26,2869.64,2869.64,2832.13,2832.13,0
2016-07-27,2832.13,2869.64,2832.13,2850.89,0
2016-07-28,2850.89,2850.89,2832.13,2832.13,0
2016-07-29,2850.89,2850.89,2813.37,2813.37,0
2016-08-01,2832.13,2832.13,2813.37,2813.37,0
2016-08-02,2813.37,2832.13,2794.62,2794.62,0
2016-08-03,2813.37,2813.37,2775.86,2794.62,0
2016-08-04,2794.62,2794.62,2775.86,2775.86,0
2016-08-05,2757.11,2775.86,2757.11,2775.86,0
2016-08-08,2775.86,2794.62,2775.86,2775.86,0
2016-08-09,2775.86,2794.62,2775.86,2775.86,0
2016-08-10,2794.62,2813.37,2775.86,2794.62,0
2016-08-11,2813.37,2813.37,2794.62,2813.37,0
2016-08-12,2832.13,2832.13,2794.62,2794.62,0
2016-08-15,2813.37,2813.37,2775.86,2794.62,0
2016-08-16,2794.62,2794.62,2775.86,2775.86,0
2016-08-17,2775.86,2813.37,2775.86,2794.62,0
2016-08-18,2775.86,2813.37,2775.86,2794.62,0
2016-08-19,2794.62,2813.37,2775.86,2775.86,0
2016-08-22,2775.86,2794.62,2775.86,2775.86,0
2016-08-23,2775.86,2794.62,2775.86,2775.86,0
2016-08-24,2775.86,2794.62,2775.86,2775.86,0
2016-08-25,2775.86,2794.62,2775.86,2794.62,0
2016-08-26,2794.62,2794.62,2775.86,2794.62,0
2016-08-29,2775.86,2794.62,2775.86,2775.86,0
2016-08-30,2794.62,2794.62,2775.86,2775.86,0
2016-08-31,2775.86,2794.62,2775.86,2775.86,0
2016-09-01,2775.86,2775.86,2757.11,2775.86,0
2016-09-05,2775.86,2775.86,2757.11,2757.11,0
2016-09-06,2775.86,2775.86,2757.11,2757.11,0
2016-09-07,2757.11,2775.86,2757.11,2775.86,0
2016-09-08,2775.86,2794.62,2775.86,2794.62,0
2016-09-09,2794.62,2794.62,2775.86,2794.62,0
2016-09-12,2794.62,2804.0,2775.86,2794.62,0
2016-09-13,2775.86,2794.62,2775.86,2785.24,0
2016-09-14,2785.24,2785.24,2766.48,2775.86,0
2016-09-15,2785.24,2785.24,2775.86,2785.24,0
2016-09-16,2775.86,2785.24,2766.48,2766.48,0
2016-09-19,2775.86,2775.86,2766.48,2766.48,0
2016-09-20,2766.48,2775.86,2757.11,2766.48,0
2016-09-21,2757.11,2766.48,2757.11,2757.11,0
2016-09-22,2757.11,2775.86,2757.11,2766.48,0
2016-09-23,2766.48,2775.86,2757.11,2766.48,0
2016-09-26,2757.11,2766.48,2757.11,2766.48,0
2016-09-27,2757.11,2775.86,2757.11,2757.11,0
2016-09-28,2757.11,2775.86,2747.73,2757.11,0
2016-09-29,2775.86,2785.24,2757.11,2775.86,0
2016-09-30,2775.86,2794.62,2766.48,2794.62,0
2016-10-03,2794.62,2794.62,2766.48,2775.86,0
2016-10-04,2757.11,2775.86,2757.11,2766.48,0
2016-10-05,2757.11,2775.86,2757.11,2766.48,0
2016-10-06,2775.86,2794.62,2766.48,2794.62,0
2016-10-07,2813.37,2813.37,2794.62,2804.0,0
2016-10-10,2804.0,2804.0,2775.86,2785.24,0
2016-10-11,2775.86,2785.24,2766.48,2775.86,0
2016-10-12,2785.24,2785.24,2775.86,2775.86,0
2016-10-13,2775.86,2785.24,2775.86,2775.86,0
2016-10-14,2785.24,2832.13,2785.24,2785.24,0
2016-10-17,2785.24,2813.37,2775.86,2813.37,0
2016-10-18,2794.62,2813.37,2794.62,2813.37,0
2016-10-19,2813.37,2832.13,2804.0,2813.37,0
2016-10-20,2813.37,2813.37,2804.0,2813.37,0
2016-10-21,2813.37,2813.37,2794.62,2804.0,0
2016-10-24,2855.52,2875.21,2796.44,2825.98,0
2016-10-25,2816.13,2845.67,2816.13,2816.13,0
2016-10-26,2816.13,2835.82,2806.28,2806.28,0
2016-10-27,2806.28,2816.13,2796.44,2806.28,0
2016-10-28,2806.28,2816.13,2806.28,2806.28,0
2016-10-31,2816.13,2816.13,2806.28,2816.13,0
2016-11-01,2816.13,2816.13,2796.44,2816.13,0
2016-11-02,2816.13,2816.13,2786.59,2796.44,0
2016-11-03,2796.44,2796.44,2766.9,2766.9,0
2016-11-04,2747.2,2757.05,2737.36,2737.36,0
2016-11-07,2737.36,2757.05,2717.67,2747.2,0
2016-11-08,2776.74,2776.74,2737.36,2757.05,0
2016-11-09,2757.05,2757.05,2579.81,2717.67,0
2016-11-10,2717.67,2737.36,2717.67,2727.51,0
2016-11-11,2737.36,2747.2,2717.67,2717.67,0
2016-11-14,2717.67,2737.36,2697.97,2707.82,0
2016-11-15,2707.82,2717.67,2688.13,2697.97,0
2016-11-16,2668.43,2697.97,2668.43,2678.28,0
2016-11-17,2678.28,2697.97,2658.59,2668.43,0
2016-11-18,2668.43,2678.28,2658.59,2658.59,0
2016-11-21,2658.59,2668.43,2638.89,2638.89,0
2016-11-22,2658.59,2658.59,2638.89,2638.89,0
2016-11-23,2648.74,2668.43,2638.89,2648.74,0
2016-11-24,2658.59,2658.59,2619.2,2648.74,0
2016-11-25,2648.74,2648.74,2619.2,2629.05,0
2016-11-28,2629.05,2629.05,2589.66,2599.51,0
2016-11-29,2599.51,2619.2,2589.66,2619.2,0
2016-11-30,2619.2,2638.89,2599.51,2629.05,0
2016-12-01,2629.05,2638.89,2609.35,2609.35,0
2016-12-02,2619.2,2629.05,2609.35,2619.2,0
2016-12-05,2609.35,2619.2,2599.51,2599.51,0
2016-12-06,2579.81,2619.2,2579.81,2619.2,0
2016-12-07,2599.51,2638.89,2589.66,2589.66,0
2016-12-08,2579.81,2599.51,2579.81,2589.66,0
2016-12-09,2619.2,2619.2,2579.81,2619.2,0
2016-12-12,2589.66,2609.35,2589.66,2599.51,0
2016-12-13,2599.51,2599.51,2579.81,2599.51,0
2016-12-14,2599.51,2609.35,2589.66,2599.51,0
2016-12-15,2599.51,2599.51,2589.66,2589.66,0
2016-12-16,2589.66,2599.51,2589.66,2589.66,0
2016-12-19,2589.66,2638.89,2589.66,2609.35,0
2016-12-20,2609.35,2619.2,2599.51,2619.2,0
2016-12-21,2619.2,2619.2,2609.35,2619.2,0
2016-12-22,2619.2,2619.2,2599.51,2609.35,0
2016-12-23,2609.35,2609.35,2599.51,2599.51,0
2016-12-26,2609.35,2609.35,2589.66,2589.66,0
2016-12-27,2599.51,2609.35,2589.66,2609.35,0
2016-12-28,2619.2,2629.05,2609.35,2619.2,0
2016-12-29,2619.2,2638.89,2619.2,2638.89,0
2016-12-30,2648.74,2757.05,2619.2,2757.05,0
2017-01-03,2678.28,2737.36,2668.43,2707.82,0
2017-01-04,2737.36,2737.36,2678.28,2678.28,0
2017-01-05,2678.28,2678.28,2658.59,2658.59,0
2017-01-06,2678.28,2727.51,2658.59,2707.82,0
2017-01-09,2707.82,2717.67,2697.97,2697.97,0
2017-01-10,2707.82,2707.82,2688.13,2697.97,0
2017-01-11,2697.97,2717.67,2697.97,2707.82,0
2017-01-12,2717.67,2757.05,2717.67,2727.51,0
2017-01-13,2737.36,2737.36,2707.82,2707.82,0
2017-01-16,2707.82,2707.82,2678.28,2688.13,0
2017-01-17,2717.67,2786.59,2717.67,2786.59,0
2017-01-18,2796.44,2796.44,2757.05,2757.05,0
2017-01-19,2776.74,2776.74,2727.51,2737.36,0
2017-01-20,2757.05,2757.05,2727.51,2737.36,0
2017-01-23,2727.51,2757.05,2717.67,2717.67,0
2017-01-24,2717.67,2776.74,2717.67,2776.74,0
2017-01-25,2776.74,2786.59,2757.05,2786.59,0
2017-02-02,2786.59,2796.44,2766.9,2796.44,0
2017-02-03,2796.44,2816.13,2776.74,2786.59,0
2017-02-06,2786.59,2786.59,2747.2,2776.74,0
2017-02-07,2786.59,2796.44,2757.05,2757.05,0
2017-02-08,2786.59,2786.59,2757.05,2786.59,0
2017-02-09,2776.74,2806.28,2776.74,2806.28,0
2017-02-10,2806.28,2806.28,2786.59,2786.59,0
2017-02-13,2816.13,2845.67,2806.28,2835.82,0
2017-02-14,2855.52,2855.52,2816.13,2816.13,0
2017-02-15,2816.13,2855.52,2816.13,2855.52,0
2017-02-16,2865.36,2924.44,2865.36,2875.21,0
2017-02-17,2875.21,2904.75,2865.36,2904.75,0
2017-02-20,2894.9,2904.75,2885.06,2885.06,0
2017-02-21,2885.06,2894.9,2875.21,2885.06,0
2017-02-22,2885.06,2894.9,2855.52,2885.06,0
2017-02-23,2936.53,2936.53,2885.19,2915.99,0
2017-02-24,2874.92,2926.26,2874.92,2905.73,0
2017-02-27,2874.92,2905.73,2874.92,2895.46,0
2017-02-28,2895.46,2895.46,2864.66,2874.92,0
2017-03-01,2895.46,2895.46,2844.12,2864.66,0
2017-03-02,2864.66,2874.92,2833.85,2854.39,0
2017-03-03,2833.85,2864.66,2813.32,2833.85,0
2017-03-06,2854.39,2885.19,2854.39,2864.66,0
2017-03-07,2864.66,2864.66,2854.39,2864.66,0
2017-03-08,2864.66,2895.46,2844.12,2895.46,0
2017-03-09,2895.46,3018.67,2885.19,2987.87,0
2017-03-10,2987.87,3049.47,2957.06,2957.06,0
2017-03-13,2957.06,3018.67,2936.53,3018.67,0
2017-03-14,3018.67,3028.94,2987.87,3008.4,0
2017-03-15,2998.13,3008.4,2977.6,2977.6,0
2017-03-16,2977.6,2998.13,2967.33,2977.6,0
2017-03-17,2967.33,3008.4,2967.33,2977.6,0
2017-03-20,2998.13,3141.88,2998.13,3090.54,0
2017-03-21,3100.81,3172.68,3090.54,3162.42,0
2017-03-22,3172.68,3182.95,3152.15,3162.42,0
2017-03-23,3152.15,3172.68,3121.35,3162.42,0
2017-03-24,3162.42,3244.56,3162.42,3213.75,0
2017-03-27,3213.75,3244.56,3162.42,3172.68,0
2017-03-28,3172.68,3182.95,3141.88,3152.15,0
2017-03-29,3141.88,3152.15,3100.81,3141.88,0
2017-03-30,3131.61,3224.02,3131.61,3193.22,0
2017-03-31,3193.22,3193.22,3131.61,3152.15,0
2017-04-03,3121.35,3172.68,3100.81,3172.68,0
2017-04-04,3172.68,3182.95,3152.15,3172.68,0
2017-04-05,3182.95,3203.49,3162.42,3162.42,0
2017-04-07,3141.88,3162.42,3131.61,3152.15,0
2017-04-10,3131.61,3152.15,3131.61,3141.88,0
2017-04-11,3141.88,3224.02,3131.61,3213.75,0
2017-04-12,3213.75,3213.75,3152.15,3152.15,0
2017-04-13,3182.95,3193.22,3141.88,3182.95,0
2017-04-14,3172.68,3172.68,3100.81,3121.35,0
2017-04-17,3162.42,3162.42,3100.81,3100.81,0
2017-04-18,3100.81,3121.35,3059.74,3121.35,0
2017-04-19,3100.81,3100.81,3070.01,3080.28,0
2017-04-20,3070.01,3100.81,3070.01,3080.28,0
2017-04-21,3100.81,3121.35,3080.28,3100.81,0
2017-04-24,3080.28,3090.54,3070.01,3070.01,0
2017-04-25,3059.74,3070.01,3039.2,3059.74,0
2017-04-26,3070.01,3141.88,3059.74,3090.54,0
2017-04-27,3121.35,3162.42,3090.54,3121.35,0
2017-04-28,3121.35,3254.82,3121.35,3244.56,0
2017-05-03,3244.56,3449.91,3244.56,3449.91,0
2017-05-04,3449.91,3449.91,3378.03,3388.3,0
2017-05-05,3367.77,3490.98,3367.77,3429.37,0
2017-05-08,3429.37,3439.64,3367.77,3367.77,0
2017-05-09,3367.77,3429.37,3367.77,3419.11,0
2017-05-10,3408.84,3532.05,3408.84,3470.44,0
2017-05-11,3470.44,3490.98,3439.64,3470.44,0
2017-05-12,3470.44,3470.44,3429.37,3429.37,0
2017-05-15,3429.37,3429.37,3388.3,3388.3,0
2017-05-16,3388.3,3439.64,3378.03,3388.3,0
2017-05-17,3378.03,3408.84,3378.03,3398.57,0
2017-05-18,3408.84,3573.12,3408.84,3532.05,0
2017-05-19,3552.58,3644.99,3552.58,3644.99,0
2017-05-22,3665.53,3819.54,3655.26,3757.94,0
2017-05-23,3696.33,3747.67,3614.19,3614.19,0
2017-05-24,3614.19,3860.61,3614.19,3860.61,0
2017-05-25,3963.29,4045.43,3901.68,3922.22,0
2017-05-26,3901.68,4024.89,3901.68,3994.09,0
2017-05-29,3994.09,4024.89,3932.48,3942.75,0
2017-05-30,3942.75,4004.36,3881.15,3901.68,0
2017-05-31,3901.68,3942.75,3860.61,3870.88,0
2017-06-01,3901.68,3932.48,3870.88,3922.22,0
2017-06-02,3942.75,3953.02,3881.15,3901.68,0
2017-06-05,3942.75,3994.09,3911.95,3922.22,0
2017-06-06,3922.22,3994.09,3922.22,3983.82,0
2017-06-07,4035.16,4168.64,4035.16,4158.37,0
2017-06-08,4158.37,4199.44,4096.77,4117.3,0
2017-06-09,4117.3,4168.64,4107.03,4117.3,0
2017-06-12,4117.3,4137.84,4076.23,4076.23,0
2017-06-13,4065.96,4127.57,3994.09,4086.5,0
2017-06-14,4107.03,4199.44,4096.77,4178.91,0
2017-06-15,4178.91,4199.44,4107.03,4127.57,0
2017-06-16,4117.3,4168.64,4107.03,4148.1,0
2017-06-19,4148.1,4281.58,4137.84,4261.05,0
2017-06-20,4291.85,4415.06,4291.85,4394.53,0
2017-06-21,4394.53,4497.2,4261.05,4497.2,0
2017-06-22,4435.6,4579.34,4435.6,4456.13,0
2017-06-23,4415.06,4435.6,4353.46,4415.06,0
2017-06-26,4384.26,4497.2,4363.72,4456.13,0
2017-06-27,4456.13,4486.93,4415.06,4456.13,0
2017-06-28,4425.33,4476.67,4415.06,4476.67,0
2017-06-29,4517.74,4599.88,4486.93,4579.34,0
2017-06-30,4579.34,4671.75,4579.34,4579.34,0
2017-07-03,4620.41,4630.68,4558.81,4569.07,0
2017-07-04,4569.07,4569.07,4476.67,4517.74,0
2017-07-05,4497.2,4517.74,4415.06,4466.4,0
2017-07-06,4507.47,4507.47,4456.13,4476.67,0
2017-07-07,4466.4,4497.2,4384.26,4394.53,0
2017-07-10,4373.99,4394.53,4230.24,4261.05,0
2017-07-11,4261.05,4353.46,4209.71,4353.46,0
2017-07-12,4394.53,4415.06,4373.99,4373.99,0
2017-07-13,4373.99,4394.53,4332.92,4384.26,0
2017-07-14,4384.26,4415.06,4343.19,4363.72,0
2017-07-17,4322.65,4394.53,4219.98,4230.24,0
2017-07-18,4219.98,4281.58,4107.03,4250.78,0
2017-07-19,4302.12,4302.12,4209.71,4209.71,0
2017-07-20,4209.71,4271.31,4148.1,4271.31,0
2017-07-21,4271.31,4291.85,4168.64,4168.64,0
2017-07-24,4189.17,4250.78,4148.1,4250.78,0
2017-07-25,4230.24,4538.27,4230.24,4538.27,0
2017-07-26,4558.81,4651.22,4497.2,4538.27,0
2017-07-27,4538.27,4610.14,4517.74,4558.81,0
2017-07-28,4558.81,4825.76,4558.81,4825.76,0
2017-07-31,4825.76,4948.98,4794.96,4887.37,0
2017-08-01,4846.3,4866.83,4784.69,4866.83,0
2017-08-02,4784.69,4928.44,4723.09,4825.76,0
2017-08-03,4784.69,4866.83,4682.02,4825.76,0
2017-08-04,4887.37,4887.37,4764.16,4784.69,0
2017-08-07,4784.69,4877.1,4764.16,4866.83,0
2017-08-08,4866.83,4866.83,4743.62,4784.69,0
2017-08-09,4784.69,4784.69,4517.74,4610.14,0
2017-08-10,4579.34,4651.22,4538.27,4620.41,0
2017-08-11,4599.88,4651.22,4569.07,4599.88,0
2017-08-14,4599.88,4774.43,4589.61,4764.16,0
2017-08-15,4784.69,4784.69,4702.55,4702.55,0
2017-08-16,4702.55,4702.55,4610.14,4671.75,0
2017-08-17,4671.75,4671.75,4528.0,4528.0,0
2017-08-18,4497.2,4599.88,4456.13,4599.88,0
2017-08-21,4599.88,4610.14,4538.27,4558.81,0
2017-08-22,4558.81,4579.34,4456.13,4517.74,0
2017-08-23,4517.74,4548.54,4476.67,4517.74,0
2017-08-24,4507.47,4682.02,4507.47,4682.02,0
2017-08-25,4692.29,4764.16,4671.75,4712.82,0
2017-08-28,4671.75,4784.69,4671.75,4733.36,0
2017-08-29,4723.09,4805.23,4702.55,4712.82,0
2017-08-30,4753.89,4805.23,4712.82,4764.16,0
2017-08-31,4784.69,4928.44,4764.16,4877.1,0
2017-09-01,4907.9,4907.9,4774.43,4815.5,0
2017-09-05,4805.23,4856.57,4774.43,4794.96,0
2017-09-06,4784.69,4794.96,4733.36,4794.96,0
2017-09-07,4784.69,4846.3,4764.16,4764.16,0
2017-09-08,4764.16,4784.69,4671.75,4671.75,0
2017-09-11,4640.95,4702.55,4610.14,4610.14,0
2017-09-12,4599.88,4743.62,4599.88,4723.09,0
2017-09-13,4743.62,4784.69,4723.09,4723.09,0
2017-09-14,4753.89,4805.23,4743.62,4743.62,0
2017-09-15,4743.62,4743.62,4692.29,4702.55,0
2017-09-18,4723.09,4784.69,4702.55,4723.09,0
2017-09-19,4723.09,4784.69,4702.55,4702.55,0
2017-09-20,4702.55,4723.09,4692.29,4712.82,0
2017-09-21,4712.82,4774.43,4702.55,4753.89,0
2017-09-22,4764.16,4805.23,4712.82,4712.82,0
2017-09-25,4712.82,4743.62,4692.29,4702.55,0
2017-09-26,4712.82,4712.82,4651.22,4671.75,0
2017-09-27,4682.02,4682.02,4651.22,4661.48,0
2017-09-28,4671.75,4682.02,4610.14,4630.68,0
2017-09-29,4700.41,4775.87,4678.84,4689.62,0
2017-10-02,4689.62,4775.87,4635.72,4657.28,0
2017-10-03,4678.84,4678.84,4571.04,4646.5,0
2017-10-04,4657.28,4829.77,4646.5,4829.77,0
2017-10-05,4862.12,4905.24,4765.09,4765.09,0
2017-10-06,4765.09,5002.27,4765.09,4980.71,0
2017-10-09,5056.17,5088.51,4980.71,5002.27,0
